anio,mes,lugar_venta,tamanio,sabor,origen,codigo_por_sabor,producto,total_venta
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-7.44e-14
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,101250.8138
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3.16e-13
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,9789.541264
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,76.98149000000001
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-3.6000000000000004e-12
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4679.113243
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.24e-14
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4.62e-14
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2242.5497
2019,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,1.39e-17
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1103.733595
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-1.3800000000000002e-13
2019,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,11678.90735
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1299.358572
2019,Apr,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,1309.998204
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.690736
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4.970000000000001e-13
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2435.533164
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.13e-10
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.5800000000000001e-12
2019,Apr,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,44.064807
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.28e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,17765.93896
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3910.6885880000004
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-0.7749060000000001
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,16489.9625
2019,Apr,Mexico,Regular,Verde,E. Privados,206054370,Tamal mix,889.3039560000001
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.6907580000000002
2019,Apr,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,489.666104
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-6.31e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-5.460000000000001e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4.32e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,540.864114
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2458.2597260000002
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,0.0
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2.89e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-5.549999999999999e-16
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.55e-15
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.08e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.7399999999999994e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-5.55e-17
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,23899.61007
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.28e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.06e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8.329999999999999e-17
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.78e-15
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.8699999999999997e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2.536104
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,16716.44762
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1370.7230240000001
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-4.88e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11295.80722
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18766.73711
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,15.058117999999999
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.84e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,127.391898
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,133.497435
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.6000000000000003e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8248.125078000001
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.04e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,51106.93378
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5.635788
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.2700000000000001e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2089.996203
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2.18e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11186.74413
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.9199999999999997e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.67e-16
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.6999999999999998e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1352.136442
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.1e-15
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.33e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,62305.73502000001
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,642.308485
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,18415.28517
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2.1899999999999998e-12
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,408.94677
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1196.988535
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,935.579208
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4145.583732
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.6899999999999999e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,628.121952
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.49e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.3e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.02e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1876.717404
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3230.715471
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.75e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,7.070000000000001e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.7899999999999998e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,22870.35753
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,6658.840857
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1506.4456
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,25.757151999999998
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,423.40250199999997
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-7.69e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.1699999999999999e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1561.8173800000002
2019,Apr,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,6809.439240000001
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,17157.37759
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-4.71e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,7.879999999999999e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.39e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.14e-12
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-6.52e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,0.0
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.1699999999999999e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.39e-17
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-4.26e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,64256.950039999996
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,9.71e-17
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.79e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.0900000000000001e-11
2019,Apr,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,-2.97e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3.39e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,716.44938
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,6.94e-17
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5.23e-16
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,50829.171969999996
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,21.382524
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.18e-15
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,25543.32262
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,7575.763091
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.5e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,216.8364
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,16154.3118
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.65e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.98e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-5.1e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.9999999999999997e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4114.95054
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,16295.47779
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-9.45e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3066.57242
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,6.38e-16
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,51005.27828
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4.2e-12
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-4.01e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3.63e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,7.0006
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,979.746325
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,215.21632200000002
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5.8e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.21e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-6.02e-14
2019,Apr,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,69.631557
2019,Apr,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,2.95e-15
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-5.27e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.16e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,990.136851
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-5.79e-14
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,10.144416
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5321.7161240000005
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.3000000000000001e-12
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1721.728712
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,9.66e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1897.148482
2019,Apr,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,-0.317019
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11785.5311
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2831.348774
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.11e-11
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1461.159196
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.1100000000000001e-12
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2841.488691
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.1e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-3.4e-15
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3.6399999999999996e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,263.121039
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1595.6237820000001
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,28879.2469
2019,Apr,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,7.63e-16
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.3800000000000002e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.8600000000000002e-13
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4.16e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-9.71e-17
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2475.484016
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4.1399999999999995e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3.67e-14
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1011.624664
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3363.6213780000003
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,0.845368
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,93.784971
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,52942.94503
2019,Apr,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.34e-12
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.4300000000000002e-13
2019,Apr,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1583.74242
